epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
191,1.2721,0.87227,0.90721,0.47928,0.37827,0.38488,0.22423,1.2641,0.90875,0.90503,0.006238,0.006238,0.006238
192,1.2749,0.87367,0.90664,0.47874,0.3797,0.38542,0.22446,1.2638,0.90872,0.90509,0.0062182,0.0062182,0.0062182
193,1.2733,0.87792,0.9048,0.47832,0.37979,0.38548,0.22463,1.2638,0.90832,0.90503,0.0061984,0.0061984,0.0061984
194,1.2718,0.87026,0.90474,0.47762,0.381,0.38559,0.22453,1.2637,0.90843,0.90495,0.0061786,0.0061786,0.0061786
195,1.2703,0.87092,0.90508,0.47979,0.38047,0.38569,0.22468,1.2632,0.90803,0.9048,0.0061588,0.0061588,0.0061588
196,1.2658,0.86789,0.90355,0.47745,0.38203,0.38587,0.22494,1.2631,0.90786,0.90475,0.006139,0.006139,0.006139
197,1.2745,0.87262,0.90523,0.47817,0.38207,0.38623,0.22508,1.2627,0.90767,0.90466,0.0061192,0.0061192,0.0061192
198,1.2674,0.8696,0.90474,0.47674,0.38249,0.38581,0.22516,1.2628,0.9076,0.90463,0.0060994,0.0060994,0.0060994
199,1.2703,0.8692,0.90492,0.47634,0.38393,0.38634,0.2255,1.2626,0.90726,0.90452,0.0060796,0.0060796,0.0060796
200,1.2696,0.8685,0.90549,0.4752,0.38382,0.38582,0.2255,1.2621,0.90681,0.90438,0.0060598,0.0060598,0.0060598
201,1.2668,0.86655,0.90386,0.47423,0.38457,0.38607,0.2255,1.2619,0.90667,0.90432,0.00604,0.00604,0.00604
202,1.2731,0.87349,0.90381,0.47387,0.38468,0.3862,0.22572,1.2617,0.90648,0.90422,0.0060202,0.0060202,0.0060202
